,RAPE,LARCENY,BURGLARY,LARCENY FROM AUTO,AGG. ASSAULT,COMMON ASSAULT,AUTO THEFT,ROBBERY - STREET,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,HOMICIDE,SHOOTING,ROBBERY - CARJACKING,ARSON
2018-05-22,1.0,29,12,26,11,29,10,9,2,1,2.0,1,0.0,0.0
2018-05-23,0.0,44,21,27,27,29,7,7,0,2,1.0,3,3.0,0.0
2018-05-24,0.0,45,25,21,19,21,9,12,0,4,1.0,1,1.0,0.0
2018-05-25,4.0,43,20,18,10,26,9,6,3,0,0.0,2,0.0,0.0
2018-05-26,1.0,22,10,14,14,28,10,9,1,1,0.0,3,0.0,0.0
2018-05-27,1.0,22,11,15,14,17,12,7,3,0,0.0,3,0.0,2.0
2018-05-28,1.0,31,14,14,17,30,4,7,7,2,0.0,5,0.0,0.0
2018-05-29,1.0,38,22,19,23,29,11,17,2,3,1.0,2,2.0,1.0
2018-05-30,2.0,36,17,17,21,26,12,10,5,1,0.0,1,0.0,0.0
2018-05-31,1.0,40,17,13,14,20,5,7,5,0,0.0,0,0.0,0.0
2018-06-01,6.0,38,16,22,18,17,14,8,0,4,2.0,0,1.0,0.0
2018-06-02,1.0,23,21,22,11,34,8,12,0,1,1.0,0,1.0,0.0
2018-06-03,0.0,25,11,20,13,19,8,17,4,1,1.0,1,0.0,0.0
2018-06-04,0.0,37,15,10,15,27,8,7,4,1,0.0,3,1.0,1.0
2018-06-05,0.0,39,26,14,14,27,9,12,5,3,0.0,1,2.0,1.0
2018-06-06,1.0,25,20,18,25,34,9,8,2,2,0.0,3,0.0,1.0
2018-06-07,2.0,34,19,13,18,28,9,8,4,0,0.0,1,0.0,1.0
2018-06-08,0.0,42,23,21,16,29,10,4,3,1,0.0,3,1.0,0.0
2018-06-09,2.0,38,15,10,18,34,8,8,3,1,1.0,3,1.0,0.0
2018-06-10,1.0,21,14,19,21,24,13,7,5,0,1.0,5,0.0,0.0
2018-06-11,2.0,29,12,29,15,16,12,9,1,0,2.0,2,1.0,0.0
2018-06-12,2.0,46,8,12,21,25,13,5,5,2,2.0,1,1.0,2.0
2018-06-13,2.0,38,20,23,20,24,3,8,4,1,1.0,1,0.0,0.0
2018-06-14,1.0,25,17,13,18,24,17,0,7,1,1.0,0,1.0,1.0
2018-06-15,2.0,40,20,18,14,30,5,16,2,0,0.0,0,0.0,0.0
2018-06-16,2.0,35,10,13,18,25,16,8,3,1,4.0,5,1.0,0.0
2018-06-17,2.0,22,10,17,12,21,13,10,2,3,1.0,2,4.0,2.0
2018-06-18,0.0,34,11,24,13,26,8,3,3,0,1.0,0,2.0,0.0
2018-06-19,1.0,37,20,18,10,22,11,5,4,1,1.0,1,0.0,0.0
2018-06-20,1.0,39,18,16,16,25,8,7,3,0,4.0,2,3.0,0.0
2018-06-21,2.0,34,20,22,24,17,15,12,4,1,0.0,1,6.0,0.0
2018-06-22,1.0,33,14,15,14,21,12,13,1,2,0.0,1,1.0,0.0
2018-06-23,0.0,27,18,16,9,16,10,12,9,1,0.0,0,1.0,0.0
2018-06-24,0.0,31,19,16,17,23,10,12,2,2,0.0,2,0.0,0.0
2018-06-25,1.0,26,27,26,16,20,7,5,2,0,0.0,3,2.0,0.0
2018-06-26,0.0,29,19,21,14,19,11,5,1,0,0.0,2,2.0,0.0
2018-06-27,3.0,34,13,15,14,16,10,7,5,3,0.0,1,0.0,0.0
2018-06-28,3.0,29,18,22,17,22,7,3,1,0,0.0,1,1.0,0.0
2018-06-29,0.0,42,19,23,15,22,10,2,1,0,0.0,0,0.0,0.0
2018-06-30,2.0,22,9,12,26,31,11,6,1,2,0.0,11,2.0,0.0
2018-07-01,3.0,30,15,14,16,30,9,6,2,1,1.0,1,3.0,0.0
2018-07-02,2.0,33,18,9,14,17,12,8,8,2,0.0,0,0.0,0.0
2018-07-03,2.0,35,13,17,14,18,5,8,0,2,1.0,1,0.0,0.0
2018-07-04,0.0,19,22,16,21,23,11,10,2,0,1.0,1,1.0,3.0
2018-07-05,1.0,38,15,21,13,25,13,8,6,0,2.0,0,0.0,0.0
2018-07-06,2.0,32,16,12,9,24,14,9,0,0,1.0,2,1.0,0.0
2018-07-07,0.0,21,30,23,20,17,10,4,3,0,1.0,4,0.0,1.0
2018-07-08,1.0,25,16,15,14,25,14,12,0,2,1.0,1,1.0,0.0
2018-07-09,0.0,32,23,15,14,19,16,10,4,1,3.0,2,2.0,0.0
2018-07-10,1.0,33,19,16,12,13,9,9,1,2,3.0,1,2.0,0.0
2018-07-11,2.0,27,11,10,13,23,6,9,1,2,0.0,2,1.0,0.0
2018-07-12,1.0,46,22,17,18,21,11,8,6,0,0.0,0,0.0,0.0
2018-07-13,0.0,34,17,13,16,27,5,9,4,1,0.0,0,0.0,0.0
2018-07-14,2.0,34,17,11,15,30,15,12,1,1,0.0,1,0.0,0.0
2018-07-15,1.0,27,13,17,23,26,11,13,2,3,2.0,1,1.0,0.0
2018-07-16,2.0,36,18,19,19,18,15,9,1,1,1.0,2,1.0,0.0
2018-07-17,1.0,25,11,22,20,19,20,9,2,0,0.0,2,2.0,0.0
2018-07-18,1.0,36,23,26,14,26,11,14,9,3,1.0,3,0.0,1.0
2018-07-19,1.0,34,22,16,16,22,13,11,1,4,2.0,1,0.0,0.0
2018-07-20,0.0,30,25,12,18,26,10,6,3,1,2.0,3,1.0,0.0
2018-07-21,2.0,30,16,13,20,22,11,14,3,1,3.0,8,0.0,0.0
2018-07-22,1.0,25,21,18,13,27,12,4,3,2,1.0,1,1.0,0.0
2018-07-23,0.0,29,21,29,13,23,16,13,8,0,0.0,2,1.0,2.0
2018-07-24,2.0,31,17,20,15,19,9,11,4,0,0.0,3,0.0,0.0
2018-07-25,1.0,36,36,21,16,29,9,5,2,0,1.0,2,2.0,0.0
2018-07-26,1.0,39,23,26,19,22,8,22,2,1,0.0,1,3.0,0.0
2018-07-27,0.0,37,22,19,22,33,12,10,1,0,0.0,2,3.0,1.0
2018-07-28,0.0,19,18,17,20,21,9,5,0,1,0.0,1,2.0,1.0
2018-07-29,0.0,36,16,20,22,22,16,7,2,1,1.0,2,2.0,0.0
2018-07-30,1.0,34,23,18,25,36,19,15,3,1,0.0,2,2.0,1.0
2018-07-31,0.0,33,21,22,8,19,13,9,3,1,2.0,1,4.0,0.0
2018-08-01,0.0,33,29,13,18,19,6,12,1,2,3.0,1,2.0,0.0
2018-08-02,0.0,30,13,19,18,19,18,13,2,2,0.0,0,3.0,0.0
2018-08-03,0.0,33,25,12,22,29,13,17,0,0,1.0,2,5.0,1.0
2018-08-04,1.0,28,11,12,21,26,11,14,1,0,0.0,1,0.0,0.0
2018-08-05,0.0,29,12,13,21,28,17,15,2,0,1.0,0,4.0,0.0
2018-08-06,4.0,33,20,15,13,34,14,7,4,0,1.0,1,1.0,0.0
2018-08-07,0.0,27,18,22,18,17,16,7,4,1,3.0,3,2.0,0.0
2018-08-08,1.0,29,19,20,18,20,11,11,2,3,1.0,6,2.0,0.0
2018-08-09,2.0,25,16,25,17,27,16,11,3,1,3.0,5,0.0,1.0
2018-08-10,1.0,41,20,16,23,32,14,3,1,1,0.0,2,3.0,0.0
2018-08-11,4.0,31,11,24,24,29,12,29,1,3,1.0,6,0.0,0.0
2018-08-12,2.0,27,18,22,19,28,12,16,3,0,0.0,2,0.0,2.0
2018-08-13,0.0,35,14,19,14,21,12,11,2,1,0.0,5,2.0,0.0
2018-08-14,1.0,38,22,18,17,17,9,15,1,1,1.0,5,4.0,1.0
2018-08-15,0.0,46,20,18,18,15,12,15,3,1,2.0,0,3.0,1.0
2018-08-16,0.0,38,21,21,15,25,15,9,0,1,1.0,1,2.0,0.0
2018-08-17,0.0,27,30,20,17,37,17,9,1,1,1.0,0,2.0,0.0
2018-08-18,3.0,30,15,19,20,22,5,7,0,3,2.0,7,1.0,0.0
2018-08-19,1.0,34,18,21,17,31,12,14,3,1,0.0,4,0.0,1.0
2018-08-20,1.0,28,22,26,21,32,18,5,2,0,1.0,4,1.0,0.0
2018-08-21,0.0,32,23,18,18,24,17,2,0,3,1.0,1,1.0,0.0
2018-08-22,1.0,42,17,24,19,15,7,9,1,1,3.0,4,2.0,0.0
2018-08-23,0.0,42,15,17,23,15,14,9,3,1,0.0,7,2.0,0.0
2018-08-24,0.0,33,19,22,17,22,13,10,0,2,0.0,1,0.0,0.0
2018-08-25,2.0,28,24,13,20,26,15,13,2,2,1.0,5,3.0,0.0
2018-08-26,0.0,23,15,27,25,16,12,9,1,2,0.0,5,4.0,0.0
2018-08-27,2.0,34,13,21,24,19,13,12,3,9,0.0,3,0.0,0.0
2018-08-28,0.0,23,11,21,18,28,13,11,1,2,1.0,6,0.0,2.0
2018-08-29,0.0,37,16,22,16,23,11,5,0,1,0.0,1,0.0,0.0
2018-08-30,0.0,36,10,17,14,22,8,15,0,0,2.0,4,2.0,1.0
2018-08-31,0.0,45,20,17,14,24,12,10,1,1,0.0,1,1.0,0.0
2018-09-01,3.0,42,17,12,14,26,8,10,3,2,1.0,3,0.0,2.0
2018-09-02,4.0,25,16,15,12,31,8,2,2,2,0.0,2,2.0,0.0
2018-09-03,1.0,33,13,17,20,12,15,6,2,1,3.0,2,0.0,1.0
2018-09-04,0.0,45,16,27,26,18,4,3,2,1,2.0,4,1.0,0.0
2018-09-05,0.0,37,15,17,10,27,7,13,5,1,0.0,0,2.0,1.0
2018-09-06,1.0,40,19,17,14,19,11,8,1,2,0.0,1,0.0,0.0
2018-09-07,2.0,30,26,23,7,41,10,7,3,4,0.0,2,0.0,0.0
2018-09-08,0.0,22,17,17,7,26,7,5,1,0,0.0,1,3.0,0.0
2018-09-09,0.0,21,11,15,7,22,18,8,3,2,0.0,2,0.0,0.0
2018-09-10,2.0,37,24,17,17,25,19,7,2,1,0.0,1,4.0,0.0
2018-09-11,0.0,34,20,20,15,23,6,14,4,0,1.0,1,0.0,0.0
2018-09-12,1.0,43,18,11,11,20,13,12,2,0,0.0,0,1.0,1.0
2018-09-13,1.0,37,19,33,16,18,11,23,4,1,0.0,1,1.0,0.0
2018-09-14,0.0,34,18,14,25,18,9,18,0,3,3.0,3,1.0,0.0
2018-09-15,1.0,28,15,16,21,25,21,10,4,2,1.0,2,4.0,0.0
2018-09-16,1.0,24,11,18,19,30,9,16,1,2,0.0,4,1.0,2.0
2018-09-17,2.0,24,19,12,17,23,11,16,4,0,2.0,3,1.0,0.0
2018-09-18,0.0,46,20,20,19,17,18,11,0,1,3.0,4,0.0,0.0
2018-09-19,1.0,38,12,26,12,24,17,11,2,0,1.0,4,2.0,0.0
2018-09-20,0.0,28,23,23,15,18,11,10,2,6,1.0,4,1.0,0.0
2018-09-21,2.0,33,24,18,14,20,14,11,0,0,0.0,2,0.0,0.0
2018-09-22,1.0,27,14,22,12,37,9,14,1,0,1.0,3,0.0,0.0
2018-09-23,2.0,18,14,14,16,19,13,19,2,2,0.0,1,1.0,0.0
2018-09-24,1.0,40,9,27,15,24,10,19,4,0,2.0,0,0.0,0.0
2018-09-25,1.0,25,22,27,13,25,19,17,4,0,1.0,2,0.0,0.0
2018-09-26,0.0,33,11,17,17,24,11,8,2,2,2.0,1,0.0,0.0
2018-09-27,1.0,37,19,23,10,18,15,15,4,3,3.0,1,1.0,0.0
2018-09-28,0.0,22,23,16,16,28,13,9,2,2,1.0,2,0.0,1.0
2018-09-29,1.0,21,17,13,19,34,13,17,2,0,2.0,2,0.0,0.0
2018-09-30,2.0,31,20,13,22,26,13,8,5,5,5.0,2,1.0,0.0
2018-10-01,2.0,47,21,12,17,23,10,13,2,1,2.0,1,0.0,0.0
2018-10-02,1.0,41,24,23,23,28,14,13,1,3,2.0,2,2.0,0.0
2018-10-03,2.0,39,20,16,15,24,8,18,2,2,1.0,1,0.0,2.0
2018-10-04,1.0,40,17,18,11,39,7,11,2,0,2.0,0,4.0,0.0
2018-10-05,1.0,33,11,17,16,30,17,12,2,0,2.0,3,0.0,0.0
2018-10-06,0.0,21,11,19,23,37,18,15,3,0,0.0,3,0.0,0.0
2018-10-07,0.0,19,10,22,22,21,10,11,2,2,1.0,4,3.0,0.0
2018-10-08,0.0,26,28,24,19,34,9,8,0,2,2.0,0,0.0,1.0
2018-10-09,2.0,29,19,17,18,29,12,14,1,1,1.0,1,0.0,2.0
2018-10-10,1.0,36,22,45,19,28,13,8,5,2,0.0,4,2.0,0.0
2018-10-11,2.0,38,16,21,22,26,9,8,5,1,0.0,3,2.0,1.0
2018-10-12,1.0,37,18,30,7,23,11,15,5,2,1.0,1,0.0,0.0
2018-10-13,1.0,30,13,15,13,22,6,9,1,5,0.0,1,2.0,0.0
2018-10-14,1.0,38,12,18,17,29,17,8,4,1,1.0,1,3.0,0.0
2018-10-15,1.0,26,24,34,16,30,12,13,4,4,0.0,5,0.0,0.0
2018-10-16,3.0,22,21,34,12,23,8,13,2,1,3.0,8,0.0,1.0
2018-10-17,0.0,39,15,42,21,15,5,12,4,2,1.0,4,1.0,0.0
2018-10-18,1.0,22,20,31,10,16,16,7,3,0,3.0,3,3.0,0.0
2018-10-19,4.0,29,34,31,9,15,13,15,4,2,0.0,2,4.0,1.0
2018-10-20,0.0,37,12,23,13,29,16,11,7,2,0.0,0,1.0,0.0
2018-10-21,0.0,19,13,22,16,25,13,11,1,2,3.0,0,0.0,0.0
2018-10-22,0.0,35,20,14,11,20,12,6,2,0,1.0,1,2.0,1.0
2018-10-23,1.0,30,21,17,14,30,13,11,2,3,1.0,5,0.0,2.0
2018-10-24,0.0,25,17,21,15,31,10,10,0,0,1.0,1,1.0,0.0
2018-10-25,1.0,28,16,21,12,14,13,9,0,0,0.0,0,2.0,0.0
2018-10-26,1.0,31,26,26,14,23,12,6,1,1,0.0,2,4.0,0.0
2018-10-27,0.0,17,14,24,16,18,12,24,4,2,1.0,0,0.0,1.0
2018-10-28,0.0,16,21,27,21,19,16,15,2,2,0.0,3,0.0,0.0
2018-10-29,0.0,38,24,29,12,20,21,13,1,1,1.0,0,2.0,0.0
2018-10-30,1.0,29,19,23,12,29,10,6,4,0,1.0,3,2.0,0.0
2018-10-31,2.0,37,16,21,18,28,12,11,0,1,3.0,3,5.0,0.0
2018-11-01,1.0,35,19,15,27,29,16,9,1,1,0.0,1,1.0,1.0
2018-11-02,1.0,36,32,20,16,15,17,10,0,0,0.0,1,1.0,0.0
2018-11-03,0.0,24,23,17,11,24,14,10,2,2,0.0,0,1.0,2.0
2018-11-04,0.0,28,20,24,11,34,7,17,3,3,1.0,1,5.0,1.0
2018-11-05,0.0,30,18,19,10,12,9,12,2,2,0.0,3,4.0,0.0
2018-11-06,1.0,20,20,26,21,16,15,9,7,1,0.0,3,2.0,0.0
2018-11-07,1.0,39,22,25,18,33,15,8,3,1,0.0,2,4.0,0.0
2018-11-08,0.0,41,21,21,13,18,14,14,4,1,1.0,3,2.0,0.0
2018-11-09,1.0,34,20,20,9,24,14,12,9,0,1.0,3,0.0,0.0
2018-11-10,0.0,38,15,17,17,24,10,9,2,0,1.0,1,1.0,0.0
2018-11-11,0.0,23,10,15,17,26,11,7,4,3,0.0,2,2.0,0.0
2018-11-12,1.0,25,16,13,9,17,16,8,4,4,0.0,0,1.0,0.0
2018-11-13,0.0,33,17,22,15,16,15,9,6,0,0.0,1,0.0,0.0
2018-11-14,0.0,35,11,21,11,22,9,18,4,0,1.0,2,4.0,1.0
2018-11-15,2.0,26,18,18,16,17,17,8,9,0,0.0,0,2.0,0.0
2018-11-16,0.0,27,15,33,15,19,10,12,7,4,3.0,1,2.0,0.0
2018-11-17,0.0,29,9,21,18,27,20,8,2,0,1.0,4,1.0,0.0
2018-11-18,1.0,32,13,20,13,32,8,24,1,0,0.0,1,4.0,0.0
2018-11-19,3.0,38,20,21,20,31,17,18,4,2,1.0,1,0.0,1.0
2018-11-20,0.0,38,16,15,12,27,14,9,3,1,0.0,0,1.0,0.0
2018-11-21,1.0,38,16,21,11,22,9,18,2,3,1.0,1,2.0,1.0
2018-11-22,0.0,16,11,20,19,29,15,1,2,2,0.0,1,1.0,0.0
2018-11-23,2.0,38,10,14,19,21,8,6,3,1,0.0,6,1.0,1.0
2018-11-24,0.0,33,9,21,10,12,9,13,2,2,0.0,0,0.0,0.0
2018-11-25,0.0,20,11,27,18,24,10,11,5,1,3.0,2,2.0,0.0
2018-11-26,3.0,41,16,14,6,15,12,13,3,1,0.0,0,2.0,0.0
2018-11-27,0.0,34,14,17,17,24,15,15,5,1,0.0,5,0.0,0.0
2018-11-28,0.0,41,13,14,13,28,14,2,0,0,2.0,2,0.0,1.0
2018-11-29,0.0,32,12,15,9,32,12,29,6,1,1.0,0,2.0,0.0
2018-11-30,1.0,43,17,6,14,19,9,14,2,1,1.0,1,0.0,0.0
2018-12-01,1.0,41,21,20,14,25,9,12,1,1,3.0,4,2.0,2.0
2018-12-02,0.0,33,9,21,9,33,9,11,1,1,1.0,2,3.0,0.0
2018-12-03,4.0,35,14,14,16,17,9,9,5,2,3.0,3,2.0,0.0
2018-12-04,2.0,35,22,15,23,21,8,13,4,0,0.0,4,4.0,0.0
2018-12-05,0.0,37,18,16,14,37,11,13,5,1,0.0,3,1.0,0.0
2018-12-06,2.0,25,22,17,15,14,11,11,2,2,0.0,1,3.0,1.0
2018-12-07,0.0,39,17,16,29,21,12,12,2,0,2.0,3,2.0,0.0
2018-12-08,0.0,29,7,12,14,23,8,11,4,1,0.0,2,2.0,1.0
2018-12-09,1.0,31,10,24,11,17,10,6,2,2,0.0,5,0.0,0.0
2018-12-10,0.0,26,22,15,18,14,22,11,7,1,2.0,1,1.0,0.0
2018-12-11,0.0,32,25,17,13,28,18,17,5,1,0.0,0,4.0,0.0
2018-12-12,1.0,34,21,11,17,23,10,16,6,1,2.0,0,2.0,1.0
2018-12-13,0.0,36,17,20,15,23,14,12,3,3,2.0,1,3.0,0.0
2018-12-14,0.0,25,19,28,17,25,9,7,2,2,1.0,3,1.0,1.0
2018-12-15,1.0,42,16,20,9,26,13,15,2,1,1.0,1,1.0,0.0
2018-12-16,0.0,16,8,24,14,26,14,9,1,0,0.0,0,1.0,1.0
2018-12-17,0.0,28,17,35,16,10,22,11,2,1,0.0,1,1.0,0.0
2018-12-18,1.0,44,27,23,25,23,15,12,4,1,0.0,8,3.0,0.0
2018-12-19,0.0,29,20,27,14,15,14,11,3,1,3.0,1,0.0,0.0
2018-12-20,2.0,30,100,27,11,20,7,8,2,1,0.0,2,2.0,0.0
2018-12-21,0.0,27,19,37,16,24,17,5,5,0,3.0,2,1.0,0.0
2018-12-22,0.0,25,9,17,13,15,11,8,2,5,0.0,3,1.0,0.0
2018-12-23,0.0,27,23,26,10,19,5,7,1,1,0.0,0,0.0,0.0
2018-12-24,0.0,37,17,14,16,16,13,10,7,1,0.0,6,2.0,0.0
2018-12-25,0.0,12,14,19,14,25,9,3,0,0,1.0,0,0.0,0.0
2018-12-26,0.0,27,11,13,13,17,9,6,1,0,0.0,1,1.0,0.0
2018-12-27,1.0,20,12,18,21,16,17,12,2,1,0.0,6,4.0,0.0
2018-12-28,1.0,34,21,16,14,26,12,14,6,9,0.0,0,2.0,1.0
2018-12-29,1.0,37,14,17,15,15,6,15,4,1,0.0,2,2.0,0.0
2018-12-30,0.0,22,14,15,11,25,15,9,5,0,2.0,0,2.0,0.0
2018-12-31,2.0,37,11,15,17,21,17,6,2,1,2.0,4,0.0,0.0
2019-01-01,2.0,20,13,17,22,35,10,8,11,2,2.0,2,2.0,0.0
2019-01-02,0.0,29,19,30,19,12,5,7,2,3,0.0,1,0.0,1.0
2019-01-03,0.0,38,15,11,8,19,10,12,3,2,1.0,4,3.0,0.0
2019-01-04,1.0,32,19,11,15,25,17,3,4,1,0.0,4,4.0,0.0
2019-01-05,0.0,22,17,32,26,11,10,8,2,4,0.0,6,3.0,0.0
2019-01-06,1.0,15,14,25,13,27,9,7,1,2,1.0,2,1.0,0.0
2019-01-07,3.0,22,15,37,15,18,13,8,6,0,0.0,0,2.0,0.0
2019-01-08,0.0,38,19,30,18,22,11,9,1,2,0.0,0,1.0,0.0
2019-01-09,1.0,33,23,18,14,17,19,21,3,2,1.0,4,0.0,0.0
2019-01-10,0.0,34,8,24,16,17,9,11,1,0,1.0,1,3.0,0.0
2019-01-11,0.0,19,21,17,20,26,15,16,6,1,3.0,1,5.0,1.0
2019-01-12,1.0,24,16,7,10,27,12,4,4,3,0.0,1,0.0,0.0
2019-01-13,0.0,12,6,13,8,23,11,2,1,2,3.0,1,0.0,0.0
2019-01-14,1.0,29,11,14,8,24,11,12,4,0,0.0,1,3.0,0.0
2019-01-15,1.0,45,16,16,13,26,17,6,1,0,1.0,1,2.0,1.0
2019-01-16,0.0,31,21,20,12,19,16,18,2,1,0.0,1,0.0,1.0
2019-01-17,1.0,26,10,7,12,19,8,8,6,1,0.0,0,0.0,1.0
2019-01-18,0.0,29,12,20,13,26,13,5,1,0,1.0,2,2.0,0.0
2019-01-19,2.0,22,10,8,10,16,6,10,2,1,2.0,1,2.0,0.0
2019-01-20,1.0,19,12,14,13,18,9,10,1,1,0.0,6,2.0,0.0
2019-01-21,0.0,25,8,12,10,11,11,11,4,0,1.0,2,1.0,0.0
2019-01-22,0.0,19,11,14,17,16,10,8,4,1,3.0,1,3.0,0.0
2019-01-23,0.0,23,22,18,13,19,10,3,3,1,0.0,1,1.0,0.0
2019-01-24,0.0,32,22,15,9,25,16,8,7,0,1.0,1,0.0,0.0
2019-01-25,0.0,21,18,10,13,14,7,8,1,4,0.0,1,0.0,0.0
2019-01-26,0.0,26,12,13,11,16,7,9,1,0,2.0,0,0.0,0.0
2019-01-27,0.0,23,10,16,10,14,5,16,2,1,0.0,0,1.0,0.0
2019-01-28,0.0,34,14,11,14,23,8,7,1,0,1.0,3,1.0,0.0
2019-01-29,1.0,34,19,17,9,13,14,3,3,1,0.0,1,1.0,0.0
2019-01-30,1.0,33,17,15,7,12,6,9,2,0,0.0,0,0.0,1.0
2019-01-31,2.0,28,12,7,9,19,14,8,4,1,0.0,0,1.0,0.0
2019-02-01,3.0,27,8,11,10,12,11,4,3,1,1.0,0,0.0,0.0
2019-02-02,2.0,22,17,13,12,18,9,4,2,0,1.0,0,1.0,0.0
2019-02-03,1.0,20,9,15,17,37,10,4,0,0,0.0,1,1.0,0.0
2019-02-04,0.0,24,13,13,10,26,16,8,2,2,0.0,2,1.0,0.0
2019-02-05,0.0,31,13,15,17,30,7,11,2,2,0.0,3,1.0,2.0
2019-02-06,1.0,31,18,23,15,28,10,15,1,2,0.0,1,2.0,0.0
2019-02-07,2.0,28,14,20,6,36,18,12,2,1,0.0,2,1.0,0.0
2019-02-08,4.0,30,25,15,15,19,14,10,2,2,2.0,2,1.0,0.0
2019-02-09,1.0,22,11,15,8,22,6,8,3,3,0.0,2,2.0,1.0
2019-02-10,0.0,20,3,12,13,18,12,7,3,1,0.0,2,4.0,0.0
2019-02-11,2.0,23,13,9,8,22,14,9,1,1,0.0,1,0.0,0.0
2019-02-12,0.0,22,14,10,6,15,8,3,4,1,0.0,0,4.0,0.0
2019-02-13,0.0,26,24,9,11,31,7,6,1,1,0.0,1,3.0,0.0
2019-02-14,3.0,28,22,16,15,18,3,8,1,1,0.0,0,1.0,0.0
2019-02-15,0.0,35,16,11,7,29,14,4,0,0,2.0,1,0.0,0.0
2019-02-16,0.0,17,17,12,13,16,9,9,1,1,1.0,0,2.0,0.0
2019-02-17,0.0,19,16,13,14,23,12,7,0,3,0.0,0,0.0,0.0
2019-02-18,2.0,26,17,8,16,14,8,8,2,2,0.0,0,1.0,0.0
2019-02-19,0.0,31,17,15,20,19,6,7,3,1,0.0,5,2.0,0.0
2019-02-20,0.0,25,10,12,7,11,12,3,3,1,0.0,1,0.0,0.0
2019-02-21,1.0,34,19,9,21,18,5,6,2,1,4.0,8,1.0,0.0
2019-02-22,0.0,33,11,9,8,15,9,6,2,0,3.0,2,1.0,0.0
2019-02-23,2.0,30,14,17,14,16,10,4,3,1,0.0,1,2.0,0.0
2019-02-24,0.0,19,17,5,15,27,7,2,3,0,1.0,1,1.0,0.0
2019-02-25,0.0,32,23,9,14,16,9,5,2,1,1.0,0,0.0,0.0
2019-02-26,0.0,22,16,8,12,24,11,6,1,0,0.0,3,2.0,0.0
2019-02-27,2.0,25,9,9,18,27,11,7,2,0,3.0,1,1.0,0.0
2019-02-28,0.0,28,12,11,12,22,8,8,1,0,0.0,1,0.0,0.0
2019-03-01,3.0,32,10,14,12,16,10,8,1,0,1.0,2,0.0,0.0
2019-03-02,0.0,25,11,11,11,16,5,7,1,1,0.0,0,1.0,1.0
2019-03-03,1.0,12,9,7,12,21,14,3,1,4,1.0,0,0.0,0.0
2019-03-04,4.0,30,12,7,10,25,8,7,2,0,2.0,0,0.0,1.0
2019-03-05,0.0,20,13,6,16,13,10,4,3,1,0.0,1,2.0,0.0
2019-03-06,0.0,25,15,4,5,28,12,6,2,0,0.0,4,1.0,1.0
2019-03-07,0.0,26,13,4,13,21,5,8,1,0,0.0,0,1.0,1.0
2019-03-08,0.0,31,5,10,5,19,8,0,2,0,0.0,1,1.0,1.0
2019-03-09,0.0,20,11,16,17,15,9,3,3,1,2.0,1,2.0,0.0
2019-03-10,3.0,28,9,8,7,19,6,12,3,1,2.0,2,0.0,0.0
2019-03-11,0.0,24,13,10,15,19,12,7,1,1,1.0,3,3.0,1.0
2019-03-12,0.0,37,7,12,7,19,8,4,6,4,1.0,1,0.0,0.0
2019-03-13,0.0,14,14,12,16,23,7,5,2,0,0.0,0,0.0,0.0
2019-03-14,1.0,27,3,14,10,25,13,6,2,3,2.0,4,0.0,1.0
2019-03-15,0.0,34,19,11,10,18,11,5,1,1,0.0,2,2.0,0.0
2019-03-16,0.0,17,15,20,26,32,15,8,4,0,1.0,1,2.0,0.0
2019-03-17,1.0,19,10,9,19,23,13,9,5,0,2.0,2,1.0,0.0
2019-03-18,0.0,30,17,10,16,28,16,12,2,1,1.0,2,0.0,0.0
2019-03-19,2.0,36,14,11,10,28,9,8,2,0,0.0,0,3.0,1.0
2019-03-20,1.0,33,8,14,12,20,9,8,2,1,1.0,1,0.0,3.0
2019-03-21,1.0,24,19,12,7,14,6,4,0,1,2.0,1,0.0,0.0
2019-03-22,1.0,27,15,11,9,20,9,9,4,1,0.0,4,0.0,0.0
2019-03-23,1.0,34,23,15,15,35,4,9,3,1,0.0,0,0.0,0.0
2019-03-24,0.0,19,10,18,14,32,7,4,0,1,0.0,1,0.0,0.0
2019-03-25,2.0,30,13,12,18,27,13,9,1,0,1.0,1,0.0,1.0
2019-03-26,0.0,26,9,19,16,28,8,9,6,1,2.0,4,0.0,1.0
2019-03-27,1.0,28,10,17,19,26,5,7,1,0,1.0,2,3.0,0.0
2019-03-28,1.0,33,17,14,21,33,10,8,0,1,2.0,7,1.0,2.0
2019-03-29,0.0,27,12,13,15,24,15,4,1,3,0.0,2,1.0,0.0
2019-03-30,1.0,35,16,17,12,26,11,15,2,0,1.0,1,1.0,0.0
2019-03-31,0.0,25,10,12,10,25,12,14,2,1,0.0,2,2.0,0.0
2019-04-01,1.0,34,18,15,9,33,15,3,2,1,0.0,1,2.0,0.0
2019-04-02,1.0,21,8,10,6,22,9,4,2,3,1.0,2,2.0,0.0
2019-04-03,0.0,26,18,8,13,17,7,8,1,0,0.0,4,0.0,0.0
2019-04-04,0.0,43,14,12,23,30,9,7,6,3,0.0,3,0.0,1.0
2019-04-05,2.0,32,11,18,9,31,9,6,2,1,0.0,0,2.0,0.0
2019-04-06,2.0,31,15,18,12,20,8,9,0,0,0.0,4,1.0,0.0
2019-04-07,0.0,30,9,11,11,18,16,9,2,0,0.0,0,0.0,0.0
2019-04-08,2.0,32,13,19,10,29,10,7,1,1,0.0,2,1.0,0.0
